timestamp,status,value
2025-06-22T19:18:48.288406,Dik Durma,174.34
2025-06-22T19:18:48.318920,Dik Durma,174.55
2025-06-22T19:18:48.349921,Dik Durma,174.66
2025-06-22T19:18:48.386269,Dik Durma,175.20
2025-06-22T19:18:48.410828,Dik Durma,174.48
2025-06-22T19:18:48.438170,Dik Durma,174.37
2025-06-22T19:18:48.492760,Dik Durma,174.43
2025-06-22T19:18:48.534661,Dik Durma,174.78
2025-06-22T19:18:48.567668,Dik Durma,174.77
2025-06-22T19:18:48.595310,Dik Durma,174.97
2025-06-22T19:18:48.626821,Dik Durma,175.12
2025-06-22T19:18:48.657011,Dik Durma,174.86
2025-06-22T19:18:48.686339,Dik Durma,174.81
2025-06-22T19:18:48.727280,Dik Durma,174.97
2025-06-22T19:18:48.753280,Dik Durma,175.01
2025-06-22T19:18:48.786618,Dik Durma,175.09
2025-06-22T19:18:48.814139,Dik Durma,174.93
2025-06-22T19:18:48.844382,Dik Durma,174.82
2025-06-22T19:18:48.892382,Dik Durma,174.50
2025-06-22T19:18:48.942593,Dik Durma,174.28
2025-06-22T19:18:48.976595,Dik Durma,174.21
2025-06-22T19:18:49.010110,Dik Durma,174.05
2025-06-22T19:18:49.062376,Dik Durma,173.62
2025-06-22T19:18:49.095408,Dik Durma,173.55
2025-06-22T19:18:49.126306,Dik Durma,173.78
2025-06-22T19:18:49.157244,Dik Durma,173.81
2025-06-22T19:18:49.190240,Dik Durma,173.83
2025-06-22T19:18:49.219947,Dik Durma,173.86
2025-06-22T19:18:49.252007,Dik Durma,173.97
2025-06-22T19:18:49.285360,Dik Durma,173.92
2025-06-22T19:18:49.316873,Dik Durma,173.52
2025-06-22T19:18:49.343875,Dik Durma,173.60
2025-06-22T19:18:49.376874,Dik Durma,173.85
2025-06-22T19:18:49.406877,Dik Durma,174.05
2025-06-22T19:18:49.438654,Dik Durma,174.18
2025-06-22T19:18:49.469677,Dik Durma,174.22
2025-06-22T19:18:49.500873,Dik Durma,174.13
2025-06-22T19:18:49.532405,Dik Durma,173.88
2025-06-22T19:18:49.563424,Dik Durma,173.85
2025-06-22T19:18:49.593939,Dik Durma,173.86
2025-06-22T19:18:49.625455,Dik Durma,173.55
2025-06-22T19:18:49.655473,Dik Durma,173.39
2025-06-22T19:18:49.689201,Dik Durma,172.96
2025-06-22T19:18:49.751752,Dik Durma,172.89
